brand_catalog,supplier_id,supplier_name,srm,sku,class_name,marketing_category,discount_pct,non_promo_daily_avg,member_pop_up_sales,lift_pct,incremental_sales,active_on_event,positive_lift
Wayfair US,10539,Half Price Drapes,Madison Carvalho,RBSD4459,Curtains & Drapes,Window,0.17,372.89,465.33,0.248,92.44,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1193,Curtain Hardware & Accessories,Window,0.1,348.12,486.02,0.396,137.89999999999998,True,True
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,HKL10008,Blinds and Shades,Window,0.22,347.51,218.88,-0.37,-128.63,True,False
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,HKL10004,Blinds and Shades,Window,0.25,318.76,768.42,1.411,449.65999999999997,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1028,Blinds and Shades,Window,0.24,311.12,407.75,0.311,96.63,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1441,Curtains & Drapes,Window,0.1,284.89,425.01,0.49200000000000005,140.12,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10875,Curtains & Drapes,Window,0.13,268.97,309.8,0.152,40.829999999999984,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1217,Curtain Hardware & Accessories,Window,0.1,261.9,170.18,-0.35,-91.71999999999997,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1005,Blinds and Shades,Window,0.24,251.37,231.86,-0.078,-19.50999999999999,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1079,Curtains & Drapes,Window,0.22,243.48,350.81,0.441,107.33000000000001,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,SYPM2350,Blinds and Shades,Window,0.24,243.42,432.18,0.775,188.76000000000002,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1126,Curtains & Drapes,Window,0.22,234.47,0.0,-1.0,-234.47,False,False
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,RBSD3757,Blinds and Shades,Window,0.07,217.58,111.19,-0.489,-106.39000000000001,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1085,Curtains & Drapes,Window,0.22,206.57,0.0,-1.0,-206.57,False,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1074,Curtains & Drapes,Window,0.22,204.04,113.9,-0.442,-90.13999999999999,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,HRBE3632,Curtains & Drapes,Window,0.22,201.01,141.92,-0.294,-59.09,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1044,Curtains & Drapes,Window,0.22,194.62,122.44,-0.371,-72.18,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,EDIV1050,Curtains & Drapes,Window,0.1,189.46,191.92,0.013000000000000001,2.4599999999999795,True,True
Wayfair US,268284,BETTER HOME STYLE LLC,Supplier Service Desk,BZTE1774,Sideboards & Buffets,Furniture - Kitchen and Dining,0.16,177.13,0.0,-1.0,-177.13,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,ALMN1007,Curtains & Drapes,Window,0.2,174.6,192.4,0.102,17.80000000000001,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ASTG8756,Curtains & Drapes,Window,0.22,172.15,235.75,0.369,63.599999999999994,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1084,Curtains & Drapes,Window,0.22,164.87,39.1,-0.763,-125.77000000000001,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,TRPT7463,Curtains & Drapes,Window,0.19,163.24,184.85,0.132,21.609999999999985,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,HGHM1012,Curtains & Drapes,Window,0.2,162.43,172.32,0.061,9.889999999999986,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,HOHN8152,Curtains & Drapes,Window,0.19,160.04,34.08,-0.787,-125.96,True,False
Wayfair US,218949,Cooper Import & Export LLC,Supplier Service Desk,CSAK1003,Blinds and Shades,Window,0.3,152.64,207.34,0.358,54.70000000000002,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,EDIV1316,Curtains & Drapes,Window,0.2,141.41,292.06,1.065,150.65,True,True
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,HKL10002,Blinds and Shades,Window,0.25,139.87,124.77,-0.10800000000000001,-15.100000000000009,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1012,Curtains & Drapes,Window,0.22,138.11,196.74,0.424,58.629999999999995,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,ACOT4343,Curtains & Drapes,Window,0.18,133.29,139.83,0.049,6.5400000000000205,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ALTL6374,Curtains & Drapes,Window,0.22,132.83,84.58,-0.363,-48.250000000000014,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,EVYN2489,Curtain Hardware & Accessories,Window,0.13,129.88,221.55,0.706,91.67000000000002,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1081,Curtains & Drapes,Window,0.22,126.21,48.15,-0.619,-78.06,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1094,Curtains & Drapes,Window,0.22,124.38,153.49,0.23399999999999999,29.110000000000014,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,WRLO6309,Curtains & Drapes,Window,0.22,121.14,193.29,0.596,72.14999999999999,True,True
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1298,Blinds and Shades,Window,0.2,118.32,246.32,1.082,128.0,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,SYPM1672,Blinds and Shades,Window,0.24,114.83,336.44,1.93,221.61,True,True
Wayfair US,268284,BETTER HOME STYLE LLC,Supplier Service Desk,BZTE1236,Sideboards & Buffets,Furniture - Kitchen and Dining,0.16,113.97,0.0,-1.0,-113.97,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,WFBS2366,Curtains & Drapes,Window,0.1,113.6,70.69,-0.37799999999999995,-42.91,True,False
Wayfair US,288810,Praesto LLC,Supplier Service Desk,HCTI1003,Curtains & Drapes,Window,0.2,106.29,138.21,0.3,31.92,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMS1000,Blinds and Shades,Window,0.24,104.12,260.48,1.5019999999999998,156.36,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1325,Curtains & Drapes,Window,0.1,99.92,241.1,1.413,141.18,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1630,Curtains & Drapes,Window,0.2,99.8,24.03,-0.759,-75.77,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,MCRW7689,Curtains & Drapes,Window,0.2,95.73,14.42,-0.8490000000000001,-81.31,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11307,Curtains & Drapes,Window,0.1,95.17,294.91,2.099,199.74,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1605,Curtain Hardware & Accessories,Window,0.13,93.8,89.52,-0.046,-4.280000000000001,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,SYPL9118,Blinds and Shades,Window,0.24,93.74,234.84,1.505,141.10000000000002,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1137,Curtains & Drapes,Window,0.22,92.59,298.17,2.22,205.58,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,SUNZ1296,Curtains & Drapes,Window,0.2,90.42,201.31,1.226,110.89,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ASTG3587,Curtains & Drapes,Window,0.1,88.99,107.96,0.213,18.97,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,SUNZ1309,Curtains & Drapes,Window,0.2,88.16,56.1,-0.364,-32.059999999999995,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LATD5090,Curtains & Drapes,Window,0.2,87.31,57.24,-0.344,-30.07,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1003,Blinds and Shades,Window,0.29,81.22,13.27,-0.8370000000000001,-67.95,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1022,Blinds and Shades,Window,0.24,80.01,71.76,-0.10300000000000001,-8.25,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1148,Blinds and Shades,Window,0.2,79.85,154.6,0.9359999999999999,74.75,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1009,Blinds and Shades,Window,0.33,78.96,159.7,1.023,80.74,True,True
Wayfair US,268284,BETTER HOME STYLE LLC,Supplier Service Desk,BZTE1781,Accent Chests / Cabinets,Accent Furniture,0.16,78.16,0.0,-1.0,-78.16,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ACOT1074,Curtains & Drapes,Window,0.07,77.96,35.67,-0.542,-42.28999999999999,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1175,Curtains & Drapes,Window,0.2,75.69,19.92,-0.737,-55.769999999999996,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,ASTG8133,Curtains & Drapes,Window,0.22,75.53,57.25,-0.242,-18.28,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,ACOT4344,Curtains & Drapes,Window,0.2,74.91,185.49,1.476,110.58000000000001,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ASTG1894,Curtains & Drapes,Window,0.3,73.97,0.0,-1.0,-73.97,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1013,Blinds and Shades,Window,0.24,69.85,8.52,-0.878,-61.33,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1367,Curtains & Drapes,Window,0.2,69.71,44.5,-0.36200000000000004,-25.209999999999994,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1819,Curtains & Drapes,Window,0.22,68.22,7.13,-0.895,-61.089999999999996,True,False
Wayfair US,40605,CAN_Sun Glow,Supplier Service Desk,SGLL1038,Blinds and Shades,Window,0.05,66.96,22.91,-0.6579999999999999,-44.05,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1039,Curtains & Drapes,Window,0.22,65.44,64.43,-0.016,-1.009999999999991,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,CHRL3892,Curtains & Drapes,Window,0.11,63.22,96.52,0.527,33.3,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,CRLM4222,Curtains & Drapes,Window,0.2,62.75,51.96,-0.172,-10.79,True,False
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,SYPL1458,Blinds and Shades,Window,0.25,60.72,62.34,0.027000000000000003,1.6200000000000045,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1096,Curtains & Drapes,Window,0.22,60.37,36.66,-0.39299999999999996,-23.71,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1427,Hammocks,Outdoor,0.16,58.28,43.63,-0.251,-14.649999999999999,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11169,Curtains & Drapes,Window,0.1,56.09,12.4,-0.779,-43.690000000000005,True,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1306,Blinds and Shades,Window,0.2,53.7,70.29,0.309,16.590000000000003,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,EDIV1168,Curtains & Drapes,Window,0.2,48.99,26.3,-0.46299999999999997,-22.69,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1089,Curtains & Drapes,Window,0.22,48.56,0.0,-1.0,-48.56,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AGRV4741,Curtains & Drapes,Window,0.3,47.97,40.23,-0.161,-7.740000000000002,True,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1163,Blinds and Shades,Window,0.2,47.91,248.67,4.191,200.76,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11348,Curtains & Drapes,Window,0.13,47.33,32.55,-0.312,-14.780000000000001,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EOHO1004,Blinds and Shades,Window,0.24,46.41,51.35,0.106,4.940000000000005,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1147,Curtains & Drapes,Window,0.18,46.12,8.2,-0.8220000000000001,-37.92,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,BL24615,Curtains & Drapes,Window,0.2,44.94,0.0,-1.0,-44.94,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,LGLY6543,Curtains & Drapes,Window,0.06,44.2,73.06,0.653,28.86,True,True
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1001,Blinds and Shades,Window,0.1,44.19,0.0,-1.0,-44.19,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,EDIV1051,Curtains & Drapes,Window,0.2,44.01,56.37,0.281,12.36,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1866,Curtains & Drapes,Window,0.26,42.45,107.33,1.528,64.88,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1793,Curtains & Drapes,Window,0.2,42.4,13.33,-0.6859999999999999,-29.07,True,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1308,Blinds and Shades,Window,0.2,42.01,0.0,-1.0,-42.01,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,HOHM7512,Curtains & Drapes,Window,0.05,41.67,63.95,0.535,22.28,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10878,Curtains & Drapes,Window,0.3,41.07,0.0,-1.0,-41.07,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1186,Blinds and Shades,Window,0.2,40.99,32.81,-0.2,-8.18,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TRLT1073,Curtains & Drapes,Window,0.2,40.9,31.57,-0.228,-9.329999999999998,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1265,Curtains & Drapes,Window,0.2,39.87,32.86,-0.17600000000000002,-7.009999999999998,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1542,Dining Linens,Tabletop,0.1,39.59,31.55,-0.203,-8.040000000000003,True,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1426,Slipcovers,Upholstery - Niche,0.15,39.45,32.18,-0.184,-7.270000000000003,True,False
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1220,Curtains & Drapes,Window,0.4,38.64,0.0,-1.0,-38.64,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1184,Blinds and Shades,Window,0.2,38.14,46.33,0.215,8.189999999999998,True,True
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,SAAA1003,Blinds and Shades,Window,0.15,37.94,137.37,2.6210000000000004,99.43,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,MTNA2544,Curtains & Drapes,Window,0.11,37.74,8.96,-0.763,-28.78,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1010,Blinds and Shades,Window,0.29,36.63,80.72,1.204,44.089999999999996,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,LGYT1556,Curtains & Drapes,Window,0.06,36.44,0.0,-1.0,-36.44,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1929,Curtains & Drapes,Window,0.18,35.43,0.0,-1.0,-35.43,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,GDIG1130,Bedding Sets,Bedding,0.2,35.19,79.18,1.25,43.99000000000001,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1240,Curtains & Drapes,Window,0.2,33.15,69.07,1.084,35.919999999999995,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,GDIG1131,Bedding Sets,Bedding,0.2,32.88,40.21,0.223,7.329999999999998,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1068,Dining Linens,Tabletop,0.2,32.88,45.8,0.39299999999999996,12.919999999999995,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,EDIV1317,Valances & Kitchen Curtains,Window,0.2,31.03,23.22,-0.252,-7.810000000000002,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1065,Curtains & Drapes,Window,0.22,30.9,0.0,-1.0,-30.9,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ACOT6639,Curtains & Drapes,Window,0.05,30.58,62.62,1.048,32.04,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,WRLO1337,Curtains & Drapes,Window,0.22,30.2,87.65,1.902,57.45,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,WRLO7586,Curtains & Drapes,Window,0.05,29.54,100.45,2.401,70.91,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ1285,Curtains & Drapes,Window,0.05,28.98,60.09,1.073,31.110000000000003,True,True
Wayfair US,40605,CAN_Sun Glow,Supplier Service Desk,SGLL4247,Blinds and Shades,Window,0.2,28.8,0.0,-1.0,-28.8,False,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1118,Curtains & Drapes,Window,0.25,28.66,62.32,1.175,33.66,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,WLRO1495,Curtains & Drapes,Window,0.15,28.21,17.82,-0.368,-10.39,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1637,Curtains & Drapes,Window,0.4,28.21,0.0,-1.0,-28.21,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,MCRR6413,Curtains & Drapes,Window,0.14,27.96,39.24,0.40399999999999997,11.280000000000001,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1061,Curtains & Drapes,Window,0.2,26.88,9.95,-0.63,-16.93,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1559,Dining Linens,Tabletop,0.2,26.63,35.13,0.319,8.500000000000004,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,WRLO6193,Curtains & Drapes,Window,0.2,26.57,21.37,-0.196,-5.199999999999999,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,IVBX1438,Curtains & Drapes,Window,0.06,26.55,0.0,-1.0,-26.55,False,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1198,Blinds and Shades,Window,0.1,26.33,0.0,-1.0,-26.33,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ARGD1057,Valances & Kitchen Curtains,Window,0.2,26.33,98.35,2.736,72.02,True,True
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1296,Blinds and Shades,Window,0.2,26.27,7.23,-0.725,-19.04,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1000,Blinds and Shades,Window,0.33,26.17,6.29,-0.76,-19.880000000000003,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1391,Curtains & Drapes,Window,0.2,26.15,0.0,-1.0,-26.15,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,LGLY5676,Curtains & Drapes,Window,0.5,25.86,0.0,-1.0,-25.86,False,False
Wayfair US,12248,India's Heritage,Supplier Service Desk,JLZD1330,Curtains & Drapes,Window,0.25,25.29,0.0,-1.0,-25.29,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,EHFA1284,Curtains & Drapes,Window,0.2,24.91,52.93,1.125,28.02,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,GDIG1129,Bedding Sets,Bedding,0.2,24.41,0.0,-1.0,-24.41,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ARGD1058,Curtains & Drapes,Window,0.2,23.44,43.76,0.867,20.319999999999997,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCP1000,Curtains & Drapes,Window,0.2,22.83,22.51,-0.013999999999999999,-0.31999999999999673,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,LRKM4811,Curtains & Drapes,Window,0.09,22.52,26.82,0.191,4.300000000000001,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1543,Dining Linens,Tabletop,0.1,22.24,16.03,-0.27899999999999997,-6.209999999999997,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1861,Wall & Accent Mirrors,Decorative Accent - Wall Accents,0.25,22.11,0.0,-1.0,-22.11,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1529,Dining Linens,Tabletop,0.1,21.83,26.34,0.20600000000000002,4.510000000000002,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1329,Curtains & Drapes,Window,0.1,21.48,28.14,0.31,6.66,True,True
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,SORL1000,Dog Beds & Mats,Pet,0.25,21.32,0.0,-1.0,-21.32,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1922,Curtains & Drapes,Window,0.25,21.22,25.84,0.218,4.620000000000001,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1138,Curtains & Drapes,Window,0.22,21.04,67.07,2.187,46.029999999999994,True,True
Wayfair US,288810,Praesto LLC,Supplier Service Desk,HCTI1004,Curtains & Drapes,Window,0.2,21.04,88.19,3.193,67.15,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1403,Curtains & Drapes,Window,0.2,20.93,58.85,1.8119999999999998,37.92,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1617,Dining Linens,Tabletop,0.1,20.56,4.9,-0.762,-15.659999999999998,True,False
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1218,Curtains & Drapes,Window,0.4,20.55,48.55,1.3619999999999999,27.999999999999996,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,TRPT1569,Curtains & Drapes,Window,0.15,20.55,115.52,4.623,94.97,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1064,Curtains & Drapes,Window,0.22,20.08,0.0,-1.0,-20.08,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1105,Curtains & Drapes,Window,0.2,20.01,0.0,-1.0,-20.01,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1599,Curtain Hardware & Accessories,Window,0.17,19.87,10.57,-0.46799999999999997,-9.3,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1139,Curtains & Drapes,Window,0.22,19.74,0.0,-1.0,-19.74,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1058,Curtains & Drapes,Window,0.25,19.74,22.05,0.11699999999999999,2.3100000000000023,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1531,Dining Linens,Tabletop,0.1,19.15,7.95,-0.585,-11.2,True,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EOHO1002,Blinds and Shades,Window,0.29,18.99,43.51,1.2919999999999998,24.52,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1003,Blinds and Shades,Window,0.33,18.84,0.0,-1.0,-18.84,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1011,Blinds and Shades,Window,0.29,18.69,34.85,0.865,16.16,True,True
Wayfair US,12248,India's Heritage,Supplier Service Desk,JLZD1193,Curtains & Drapes,Window,0.4,18.6,14.98,-0.195,-3.620000000000001,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,BCMH1998,Curtains & Drapes,Window,0.35,18.57,0.0,-1.0,-18.57,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB2886,"Placemats, Chargers, & Napkins",Tabletop,0.1,17.85,0.0,-1.0,-17.85,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1430,Slipcovers,Upholstery - Niche,0.2,17.78,0.0,-1.0,-17.78,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1634,"Boxes, Bins, Baskets, & Buckets",Storage & Org - Frequency,0.5,17.47,35.28,1.02,17.810000000000002,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1152,Curtains & Drapes,Window,0.1,17.29,3.63,-0.79,-13.66,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10940,Curtains & Drapes,Window,0.11,17.29,0.0,-1.0,-17.29,False,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1299,Blinds and Shades,Window,0.2,17.28,22.26,0.28800000000000003,4.98,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1330,Curtains & Drapes,Window,0.1,16.99,25.65,0.51,8.66,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,BEHF1464,Curtains & Drapes,Window,0.25,16.95,8.82,-0.48,-8.129999999999999,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1057,Curtains & Drapes,Window,0.25,16.47,0.0,-1.0,-16.47,False,False
Wayfair US,12248,India's Heritage,Supplier Service Desk,INHR1254,Curtains & Drapes,Window,0.4,16.37,0.0,-1.0,-16.37,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1008,Blinds and Shades,Window,0.29,16.15,17.97,0.113,1.8200000000000003,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB2888,"Placemats, Chargers, & Napkins",Tabletop,0.1,16.14,0.0,-1.0,-16.14,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,ENDG1244,Curtains & Drapes,Window,0.16,15.88,14.82,-0.067,-1.0600000000000005,True,False
Wayfair US,218949,Cooper Import & Export LLC,Supplier Service Desk,CSAK1000,Blinds and Shades,Window,0.6,15.08,21.52,0.42700000000000005,6.4399999999999995,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1005,Blinds and Shades,Window,0.29,14.76,65.89,3.465,51.13,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,LFMF3215,Curtains & Drapes,Window,0.25,14.58,0.0,-1.0,-14.58,False,False
