brand_catalog,supplier_id,supplier_name,srm,sku,class_name,marketing_category,discount_pct,non_promo_daily_avg,member_pop_up_sales,lift_pct,incremental_sales,active_on_event,positive_lift
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ATGD5370,Valances & Kitchen Curtains,Window,0.1,14.55,61.29,3.2119999999999997,46.739999999999995,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1600,Curtain Hardware & Accessories,Window,0.17,14.49,0.0,-1.0,-14.49,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1007,Blinds and Shades,Window,0.29,14.27,28.56,1.001,14.29,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,EDIV1318,Curtains & Drapes,Window,0.1,14.21,0.0,-1.0,-14.21,False,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,SYPM2204,Blinds and Shades,Window,0.2,14.09,0.0,-1.0,-14.09,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,RDBL4371,Curtains & Drapes,Window,0.1,13.79,70.24,4.092,56.449999999999996,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11378,"Placemats, Chargers, & Napkins",Tabletop,0.1,13.77,0.0,-1.0,-13.77,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1059,Curtains & Drapes,Window,0.25,13.51,6.83,-0.494,-6.68,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1582,Curtains & Drapes,Window,0.22,13.34,40.97,2.0709999999999997,27.63,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1689,Curtains & Drapes,Window,0.22,13.31,36.44,1.7369999999999999,23.129999999999995,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1313,Curtains & Drapes,Window,0.15,13.08,5.82,-0.555,-7.26,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11132,Curtains & Drapes,Window,0.12,12.95,0.0,-1.0,-12.95,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1604,Curtain Hardware & Accessories,Window,0.17,12.8,27.66,1.162,14.86,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1268,Curtains & Drapes,Window,0.15,12.78,8.1,-0.366,-4.68,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1794,Curtains & Drapes,Window,0.22,12.54,13.36,0.065,0.8200000000000003,True,True
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1223,Curtains & Drapes,Window,0.4,12.49,0.0,-1.0,-12.49,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1001,Blankets And Throws,Bedding,0.29,12.31,31.56,1.564,19.25,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,BEHF1316,Curtains & Drapes,Window,0.22,12.22,45.15,2.695,32.93,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1051,Curtains & Drapes,Window,0.22,12.15,0.0,-1.0,-12.15,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1429,Slipcovers,Upholstery - Niche,0.2,11.99,17.67,0.474,5.6800000000000015,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,CLWD1001,Curtains & Drapes,Window,0.2,11.94,0.0,-1.0,-11.94,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11340,Curtains & Drapes,Window,0.15,11.9,0.0,-1.0,-11.9,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,EDIV1173,Curtains & Drapes,Window,0.2,11.9,5.37,-0.5489999999999999,-6.53,True,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1059,Curtains & Drapes,Window,0.22,11.89,0.0,-1.0,-11.89,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10346,Curtains & Drapes,Window,0.11,11.82,0.0,-1.0,-11.82,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,BEHF1272,Curtains & Drapes,Window,0.27,11.52,0.0,-1.0,-11.52,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1461,Curtains & Drapes,Window,0.25,11.27,0.0,-1.0,-11.27,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1762,Curtains & Drapes,Window,0.18,11.08,44.97,3.0589999999999997,33.89,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,BEHF1875,Curtains & Drapes,Window,0.25,10.95,0.0,-1.0,-10.95,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,CRLM6044,Curtains & Drapes,Window,0.18,10.83,24.59,1.27,13.76,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1704,Curtains & Drapes,Window,0.22,10.66,16.31,0.53,5.649999999999999,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1000,Blinds and Shades,Window,0.29,10.57,0.0,-1.0,-10.57,False,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1116,Curtains & Drapes,Window,0.22,10.45,34.84,2.333,24.390000000000004,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1612,Curtains & Drapes,Window,0.35,10.4,0.0,-1.0,-10.4,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,HBEE4142,Curtains & Drapes,Window,0.2,10.05,0.0,-1.0,-10.05,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,EVST1009,Blinds and Shades,Window,0.24,10.01,0.0,-1.0,-10.01,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1434,Clothing & Garment Racks,Storage & Org - Systems,0.5,10.0,0.0,-1.0,-10.0,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,SYPL9879,Dining Linens,Tabletop,0.1,9.93,9.22,-0.071,-0.7099999999999991,True,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10958,Curtains & Drapes,Window,0.1,9.9,13.11,0.324,3.209999999999999,True,True
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1229,Curtains & Drapes,Window,0.4,9.86,0.0,-1.0,-9.86,False,False
Wayfair US,33318,Natco Home,Supplier Service Desk,NTCO1015,Curtains & Drapes,Window,0.4,9.69,0.0,-1.0,-9.69,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ICXK2393,Bath Towels,Bath,0.35,9.67,0.0,-1.0,-9.67,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11364,Shower Curtains,Bath,0.05,9.64,14.06,0.45799999999999996,4.42,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,WRLO7737,Curtains & Drapes,Window,0.05,9.51,23.99,1.521,14.479999999999999,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,KBHZ3017,"Placemats, Chargers, & Napkins",Tabletop,0.1,9.5,0.0,-1.0,-9.5,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1784,Wall & Accent Mirrors,Decorative Accent - Wall Accents,0.25,9.3,63.7,5.849,54.400000000000006,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1002,Blinds and Shades,Window,0.33,9.17,7.79,-0.151,-1.38,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1807,Curtains & Drapes,Window,0.18,9.1,40.18,3.415,31.08,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,DBHM3482,Curtains & Drapes,Window,0.2,8.68,6.0,-0.309,-2.6799999999999997,True,False
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1202,Curtains & Drapes,Window,0.4,8.59,0.0,-1.0,-8.59,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11435,Dining Linens,Tabletop,0.1,8.5,33.57,2.948,25.07,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1176,Curtains & Drapes,Window,0.2,8.49,55.26,5.51,46.769999999999996,True,True
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,DELN1012,Blinds and Shades,Window,0.29,8.37,0.0,-1.0,-8.37,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11406,"Placemats, Chargers, & Napkins",Tabletop,0.35,8.19,3.47,-0.5770000000000001,-4.719999999999999,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1761,Curtains & Drapes,Window,0.25,8.13,12.25,0.506,4.119999999999999,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1585,Curtains & Drapes,Window,0.18,8.09,0.0,-1.0,-8.09,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ICXK2395,Bath Towels,Bath,0.35,8.03,0.0,-1.0,-8.03,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1561,Curtains & Drapes,Window,0.25,7.97,23.52,1.952,15.55,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1774,Curtains & Drapes,Window,0.4,7.9,12.15,0.539,4.25,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1309,Curtains & Drapes,Window,0.2,7.84,0.0,-1.0,-7.84,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,KBHZ2885,Dining Linens,Tabletop,0.2,7.83,6.7,-0.14400000000000002,-1.13,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,WLAO4493,Curtains & Drapes,Window,0.2,7.71,45.89,4.953,38.18,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1881,Curtains & Drapes,Window,0.22,7.66,7.9,0.032,0.2400000000000002,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1788,Wall & Accent Mirrors,Decorative Accent - Wall Accents,0.25,7.64,0.0,-1.0,-7.64,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1408,Curtains & Drapes,Window,0.2,7.63,35.72,3.6830000000000003,28.09,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1215,Curtains & Drapes,Window,0.2,7.43,40.15,4.402,32.72,True,True
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1823,Shower Benches,Storage & Org - Frequency,0.15,7.33,0.0,-1.0,-7.33,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1378,Dining Linens,Tabletop,0.2,7.31,6.96,-0.048,-0.34999999999999964,True,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1791,Curtains & Drapes,Window,0.2,7.24,15.15,1.092,7.91,True,True
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1166,Blinds and Shades,Window,0.2,7.09,44.51,5.275,37.42,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1265,Valances & Kitchen Curtains,Window,0.35,7.04,1.27,-0.82,-5.77,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11439,Dining Linens,Tabletop,0.1,6.71,0.0,-1.0,-6.71,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,LCTN1391,Valances & Kitchen Curtains,Window,0.15,6.6,0.0,-1.0,-6.6,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1875,End Tables,Entertainment Furniture,0.5,6.52,0.0,-1.0,-6.52,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1810,Curtains & Drapes,Window,0.18,6.5,11.05,0.701,4.550000000000001,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ICXK2396,Bath Towels,Bath,0.35,6.39,0.0,-1.0,-6.39,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1442,Valances & Kitchen Curtains,Window,0.35,6.34,0.0,-1.0,-6.34,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1829,Dining Linens,Tabletop,0.1,6.29,9.91,0.575,3.62,True,True
Wayfair US,33318,Natco Home,Supplier Service Desk,NTCO1010,Curtains & Drapes,Window,0.4,6.26,0.0,-1.0,-6.26,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1690,Hammocks,Outdoor,0.19,6.25,0.0,-1.0,-6.25,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1306,Curtains & Drapes,Window,0.3,6.24,30.02,3.815,23.78,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1420,Curtains & Drapes,Window,0.2,6.19,22.28,2.5980000000000003,16.09,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1795,Dining Linens,Tabletop,0.2,6.18,0.0,-1.0,-6.18,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11437,"Placemats, Chargers, & Napkins",Tabletop,0.1,5.99,0.0,-1.0,-5.99,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,ROSP4431,Curtains & Drapes,Window,0.22,5.94,27.25,3.5869999999999997,21.31,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,KBHZ3331,"Placemats, Chargers, & Napkins",Tabletop,0.1,5.94,9.9,0.6659999999999999,3.96,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1394,Curtain Hardware & Accessories,Window,0.1,5.93,0.0,-1.0,-5.93,False,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1098,Accent Pillows,Bedding,0.15,5.92,0.0,-1.0,-5.92,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1635,"Boxes, Bins, Baskets, & Buckets",Storage & Org - Frequency,0.5,5.82,0.0,-1.0,-5.82,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,HDAY7994,Dining Linens,Tabletop,0.2,5.82,0.0,-1.0,-5.82,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1626,Dining Linens,Tabletop,0.1,5.7,0.0,-1.0,-5.7,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,GCEO6537,Curtains & Drapes,Window,0.16,5.62,0.0,-1.0,-5.62,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1631,Curtains & Drapes,Window,0.2,5.59,0.0,-1.0,-5.59,False,False
Wayfair US,23034,Ramallah Trading Company,Benjamin Hannigan,QLKO2344,Curtains & Drapes,Window,0.25,5.58,0.0,-1.0,-5.58,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,AAOF1751,Curtains & Drapes,Window,0.2,5.57,0.0,-1.0,-5.57,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,BNGL2737,Curtains & Drapes,Window,0.1,5.54,48.78,7.806,43.24,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,LARK2319,Curtains & Drapes,Window,0.09,5.37,31.85,4.927,26.48,True,True
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1080,Accent Pillows,Bedding,0.15,5.26,0.0,-1.0,-5.26,False,False
Wayfair US,78708,Foshan Shiyue (Visionary) Trading Limited Company,Benjamin Hannigan,VSIO1134,Accent Pillows,Bedding,0.15,5.26,0.0,-1.0,-5.26,False,False
Wayfair US,15611,"All Strong Industry USA, Inc.",Madison Carvalho,CBMR1454,Blinds and Shades,Window,0.24,5.25,9.35,0.7829999999999999,4.1,True,True
Wayfair US,11168,Keystone Fabrics,Madison Carvalho,SORL1001,Dog Beds & Mats,Pet,0.25,5.23,13.77,1.631,8.54,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ10842,Curtains & Drapes,Window,0.05,5.22,13.42,1.569,8.2,True,True
Wayfair US,10539,Half Price Drapes,Madison Carvalho,XKQ11342,Curtains & Drapes,Window,0.1,5.21,53.8,9.331,48.589999999999996,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,KBHZ3336,Dining Linens,Tabletop,0.1,5.17,0.0,-1.0,-5.17,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,OPCO1585,Curtains & Drapes,Window,0.15,5.1,0.0,-1.0,-5.1,False,False
Wayfair US,70236,HT Window Fashions Inc.,Benjamin Hannigan,BCND1092,Blinds and Shades,Window,0.2,5.06,0.0,-1.0,-5.06,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1209,Curtains & Drapes,Window,0.15,5.04,0.0,-1.0,-5.04,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,VWB11440,"Placemats, Chargers, & Napkins",Tabletop,0.1,4.96,0.0,-1.0,-4.96,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1396,Curtains & Drapes,Window,0.2,4.91,0.0,-1.0,-4.91,False,False
Wayfair US,10539,Half Price Drapes,Madison Carvalho,ALTL4555,Curtains & Drapes,Window,0.1,4.84,0.0,-1.0,-4.84,False,False
Wayfair US,23034,Ramallah Trading Company,Benjamin Hannigan,QLKO1641,Curtains & Drapes,Window,0.25,4.84,0.0,-1.0,-4.84,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1062,Dining Linens,Tabletop,0.2,4.83,9.11,0.887,4.279999999999999,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1614,"Placemats, Chargers, & Napkins",Tabletop,0.1,4.82,0.0,-1.0,-4.82,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ICXK2394,Bath Towels,Bath,0.35,4.75,0.0,-1.0,-4.75,False,False
Wayfair US,23034,Ramallah Trading Company,Benjamin Hannigan,CHRL7976,Curtains & Drapes,Window,0.25,4.74,1.98,-0.583,-2.7600000000000002,True,False
Wayfair US,23034,Ramallah Trading Company,Benjamin Hannigan,QLKO1419,Bedding Sets,Bedding,0.25,4.74,0.0,-1.0,-4.74,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1794,Dining Linens,Tabletop,0.2,4.67,0.0,-1.0,-4.67,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,ATGD1799,Curtains & Drapes,Window,0.35,4.57,0.0,-1.0,-4.57,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1526,"Placemats, Chargers, & Napkins",Tabletop,0.1,4.5,0.0,-1.0,-4.5,False,False
Wayfair US,14925,Lichtenberg,Missy Paragamian,GDIG1133,Blankets And Throws,Bedding,0.2,4.47,0.0,-1.0,-4.47,False,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,FRRB1408,Curtain Hardware & Accessories,Window,0.2,4.45,6.7,0.505,2.25,True,True
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,LATG2558,Curtains & Drapes,Window,0.2,4.42,26.22,4.928,21.799999999999997,True,True
Wayfair US,23034,Ramallah Trading Company,Benjamin Hannigan,HBEE3967,Curtains & Drapes,Window,0.25,4.32,5.48,0.268,1.1600000000000001,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,TDCO1234,Curtains & Drapes,Window,0.2,4.32,0.0,-1.0,-4.32,False,False
Wayfair US,18684,"Best Home Fashion, Inc.",Madison Carvalho,LFMF2116,Curtains & Drapes,Window,0.2,4.31,12.02,1.788,7.71,True,True
Wayfair US,14925,Lichtenberg,Missy Paragamian,GDIG1119,Curtains & Drapes,Window,0.2,4.28,1.57,-0.634,-2.71,True,False
Wayfair US,22255,Threadmade Home LLC,Benjamin Hannigan,KBHZ3333,"Placemats, Chargers, & Napkins",Tabletop,0.2,4.28,6.33,0.48100000000000004,2.05,True,True
Wayfair US,33318,Natco Home,Supplier Service Desk,MBSY1058,Curtains & Drapes,Window,0.4,4.2,0.0,-1.0,-4.2,False,False
