display_sku,prsku,category,color_count,sales_ltm_fandd_net_revenue,ordercount_ltm
W110287033,TCLH1704,Bedding,13,10951.0,119
XBAC1000,XBAC1000,Bedding,12,10945.22,544
W002679940,TWXL1331,Bedding,14,10936.67,276
W004367653,TPFI1016,Bedding,12,10913.87,551
CBKX4723,CBKX4723,Bath,48,10909.26,214
W000101078,LGCD1013,Window,10,10907.45,172
W005407296,RDBT4551,Bath,14,10860.75,263
W003385098,CEEC1248,Bedding,10,10841.57,194
OFCR1001,OFCR1001,Bedding,16,10836.33,386
W009573895,CESH1025,Bedding,18,10824.83,200
W006665006,WRRS1939,Bedding,13,10824.28,397
MCRW6753,MCRW6753,Bedding,16,10823.32,238
W003065310,BRAY2904,Bedding,17,10813.82,220
W003342938,TCTZ1561,Bath,12,10811.07,367
W002537185,WRRS1892,Bedding,18,10785.12,320
W009997895,ULIH2894,Bedding,11,10783.97,158
W110526656,GCQS4614,Window,10,10779.52,91
W000235760,CHMB1403,Bath,13,10776.34,230
W000861449,FCCN1306,Bath,14,10760.12,351
W000491118,WNPR7480,Bedding,12,10749.14,182
TCLH1844,TCLH1844,Bedding,11,10746.58,168
W003560421,EDIV1187,Bedding,13,10722.56,79
GSTL1215,GSTL1215,Bedding,18,10596.86,125
W003259609,DRXO1051,Bedding,26,10572.12,259
W117080599,ENDG5178,Window,11,10569.68,388
BDUR1495,BDUR1495,Bedding,17,10554.54,642
W004438406,GPDH1184,Window,10,10522.98,314
W111724064,TCKP3061,Window,27,10520.68,308
W004252483,TCKP2651,Bedding,11,10502.79,186
W005405388,HSHM1924,Bedding,19,10464.02,269
W002021737,NTBA1097,Bedding,16,10450.87,631
ULIH3080,ULIH3080,Bedding,11,10423.73,136
BDUR1176,BDUR1176,Bedding,12,10422.25,205
W006115634,CHMB1366,Bath,11,10419.67,162
W010130304,VTRI1105,Bath,10,10394.76,464
DRMC1465,DRMC1465,Bedding,11,10384.19,119
W004654580,WRRS2232,Bedding,25,10373.68,362
DRMC1398,DRMC1398,Bedding,14,10329.76,134
W008524501,WNPO8700,Bedding,34,10326.95,148
W005348035,GRYL5144,Window,10,10306.92,223
SPES1156,SPES1156,Window,21,10285.73,231
FBWX1917,FBWX1917,Bath,11,10263.69,364
W007990186,WSHE1028,Bedding,11,10206.65,218
W003580736,ZZKO1092,Window,13,10188.74,194
VCFE1221,VCFE1221,Bedding,15,10149.32,185
W006766161,AAMM2107,Bath,14,10145.59,464
W010750427,LLIJ1393,Window,21,10139.94,34
W003454479,EGPB1000,Bedding,11,10074.3,97
W001957474,HSHM2666,Bedding,12,10036.53,251
W111434063,DKFS2065,Bedding,12,10027.98,236
MITN2692,MITN2692,Bedding,13,9985.55,371
W006499964,AAMM2085,Bath,22,9972.47,144
W006909461,DCNV1788,Bedding,21,9949.27,409
MBWI1062,MBWI1062,Bedding,44,9932.63,246
W005317968,NCXW1038,Bath,11,9863.19,214
W002944576,WFBS1243,Bedding,14,9861.1,601
W005486310,GRYL6421,Bedding,15,9860.91,139
W006036768,DCNV1598,Window,10,9834.36,291
JLYI1278,JLYI1278,Bedding,15,9824.15,124
AXBT1042,AXBT1042,Bedding,12,9821.74,99
W005287250,SOFH1120,Bedding,37,9819.91,458
W113525174,DKFS2160,Bedding,11,9813.38,259
W000313737,AAMM1139,Bedding,13,9799.3,108
ULIH3032,ULIH3032,Bedding,11,9754.95,142
VCGF1109,VCGF1109,Bedding,26,9725.41,198
DBDI2006,DBDI2006,Bedding,12,9720.61,175
W004190454,GPDH1177,Window,12,9652.13,254
VQM11559,VQM11559,Bedding,12,9636.62,90
AXBT1045,AXBT1045,Window,12,9593.23,42
PSHP1014,PSHP1014,Bedding,18,9567.31,31
LLIJ1498,LLIJ1498,Window,21,9515.86,28
W011256806,ZYWR1723,Bath,11,9487.12,121
RRGE1172,RRGE1172,Bedding,10,9466.36,158
W006543377,SLPE1002,Bedding,13,9425.16,386
DUGG1030,DUGG1030,Bedding,12,9357.33,214
PSHP1093,PSHP1093,Bedding,21,9290.01,48
HSHM4215,HSHM4215,Bedding,12,9252.73,264
TWXL1647,TWXL1647,Bedding,10,9232.26,523
WSHE1159,WSHE1159,Bedding,32,9210.28,422
W005483780,HCY4777,Bedding,13,9196.82,153
W005312468,DCNV1570,Window,15,9182.55,261
W005299789,DCNV1567,Bedding,17,9162.66,360
UNOR2459,UNOR2459,Bedding,13,9153.69,149
AOAI1505,AOAI1505,Bedding,18,9145.21,251
TWXL1492,TWXL1492,Bedding,16,9098.96,124
DCNV1827,DCNV1827,Window,19,9046.54,173
LBQN2590,LBQN2590,Bedding,13,9045.87,106
W011337633,JHAA1115,Bedding,18,9014.3,324
BDUR3034,BDUR3034,Bedding,15,9006.58,188
TLDR1037,TLDR1037,Bedding,12,9002.97,221
BZYB1011,BZYB1011,Bedding,15,8965.71,142
W004645088,TCKP1717,Bedding,10,8963.83,112
W110208923,JHAA1143,Bedding,31,8939.95,322
FAGA1023,FAGA1023,Bedding,11,8932.18,54
DFIM1848,DFIM1848,Bedding,12,8929.78,318
SPES1171,SPES1171,Bath,22,8919.3,239
W003378187,POAY1004,Window,25,8903.99,111
TRPT2213,TRPT2213,Bedding,16,8882.68,128
LLIJ1399,LLIJ1399,Window,22,8876.48,17
W000493886,CHMB1695,Bedding,19,8841.27,395
W007192313,HVQ11076,Bedding,14,8829.26,49
W006767635,AAMM2109,Bath,12,8790.43,237
W000832118,JLZL1042,Bedding,10,8661.1,291
FSSX7217,FSSX7217,Bedding,10,8623.85,9
W003191442,DDCI9275,Bedding,20,8608.08,174
W006468293,DRXO1097,Bedding,17,8600.7,141
BUEN1009,BUEN1009,Bedding,10,8589.93,84
W006114409,BTLL1257,Bedding,16,8569.19,285
W113217451,GSNB1181,Window,11,8541.11,212
W005357970,LJD4881,Bedding,10,8530.77,150
AAMM2596,AAMM2596,Bath,12,8516.32,360
W011387223,AAUB3698,Window,23,8470.96,248
W005197423,MBWI1125,Bedding,12,8449.64,473
W001765042,WNST4243,Bedding,23,8408.67,219
BDUR1331,BDUR1331,Bedding,10,8407.11,275
W004198677,FBWX1421,Bath,19,8399.53,412
W003454967,CHMB1547,Bath,10,8362.95,249
BTLL1382,BTLL1382,Bedding,24,8306.08,307
W000875643,LFMF4292,Bedding,19,8297.04,226
W004925200,BANJ4395,Bath,25,8294.99,279
PLYH1232,PLYH1232,Bath,10,8262.94,263
W003023332,HSHM2104,Bedding,13,8240.31,266
W113224954,GSNB1188,Window,19,8168.59,267
HVQ11679,HVQ11679,Bedding,14,8150.76,23
W110792686,CEZM1611,Bedding,12,8127.01,309
W003468942,LTDR8189,Bath,11,8102.42,277
ICKO1006,ICKO1006,Bedding,15,8093.12,109
W000847067,HMRT3203,Bedding,15,8093.02,123
AAOF1057,AAOF1057,Window,12,8092.46,158
PSHP1025,PSHP1025,Bedding,19,8088.05,39
WAGS1015,WAGS1015,Bedding,13,8080.93,218
EBDG2268,EBDG2268,Bedding,22,8072.89,259
WAGS1058,WAGS1058,Bedding,12,8072.24,221
W100840105,DBDI1170,Bedding,14,7988.52,92
W010383718,ULIH2968,Bedding,12,7980.17,108
W006708179,WNTX1006,Bedding,23,7972.66,141
KSNU1184,KSNU1184,Bedding,10,7927.55,305
W003073728,DFHO1045,Bath,17,7905.43,425
W001598088,BLK2906,Bedding,12,7835.76,185
TWXL1634,TWXL1634,Bedding,15,7811.03,468
WCOC1726,WCOC1726,Bedding,33,7804.99,69
W002848205,BTLL1036,Bedding,19,7793.57,221
ERUP1010,ERUP1010,Bedding,11,7781.52,20
W001911045,HCY5904,Bath,16,7763.41,152
SPES1354,SPES1354,Bath,16,7759.27,201
W112070349,CRLM6044,Window,12,7736.77,95
EBEP1016,EBEP1016,Bedding,12,7712.62,154
TWXL1633,TWXL1633,Bedding,16,7700.91,260
W004439049,CNHM1001,Bedding,11,7691.93,170
W005124732,WIDE1001,Bath,15,7662.44,348
WNPR8996,WNPR8996,Window,27,7627.54,357
GSTL1217,GSTL1217,Bedding,19,7618.97,87
WRMG2324,WRMG2324,Bedding,20,7598.78,85
W007163494,CHMB1503,Bath,20,7567.65,242
W007726579,HVQ11084,Bedding,14,7562.29,72
W004744679,BCMH3859,Bath,11,7541.93,233
DCNV2204,DCNV2204,Window,19,7526.1,119
BDUR3580,BDUR3580,Bedding,20,7512.92,205
FBWX1913,FBWX1913,Bath,11,7511.54,372
W006635652,CEZM1053,Bedding,15,7509.09,200
W003465591,TCKP1450,Bath,17,7497.45,176
W007235232,AUGV3972,Window,12,7492.19,267
W004665053,HAEQ1462,Bath,11,7458.06,194
LCST1272,LCST1272,Bath,14,7452.41,112
DBDI2168,DBDI2168,Bedding,14,7408.41,138
W007345672,CHMB2544,Bedding,10,7397.81,38
W111041341,HSHM4390,Bath,13,7391.46,215
W006235034,DAKR1014,Bath,10,7361.24,266
W005483011,JVTE1086,Window,24,7354.82,250
LMDE1615,LMDE1615,Bedding,15,7337.88,33
BDUR1372,BDUR1372,Bedding,18,7336.24,560
W110567021,YA85245,Bedding,14,7329.5,191
W008535787,CRLM5458,Bedding,19,7319.44,322
W006511413,ACRY2724,Bedding,10,7318.85,210
DAKR1021,DAKR1021,Bath,11,7317.68,82
TCLH1132,TCLH1132,Bedding,24,7316.48,22
W100792418,ANVE5844,Bedding,10,7290.21,76
W112459742,WNPP2016,Bath,19,7276.98,175
W009393291,VCBC1059,Bedding,13,7202.39,118
W000767470,CHMB1409,Bath,16,7186.11,312
W110904813,BDOK1125,Bedding,13,7145.25,90
W001586099,BSTR1606,Bedding,26,7144.72,28
W007040818,JHAA1009,Bedding,11,7132.33,216
TCLH2073,TCLH2073,Bedding,11,7089.86,79
DCNV1818,DCNV1818,Window,17,7087.79,186
HLDS7607,HLDS7607,Bath,14,7052.74,176
W002903268,HREN1382,Bedding,36,7046.8,291
BKIE1010,BKIE1010,Bedding,16,7044.17,95
W113216177,GSNB1178,Window,16,7039.72,146
W112276856,BDUR1638,Bedding,37,7025.59,584
BEHF1464,BEHF1464,Window,15,6957.04,156
W100511010,NTRL2949,Bedding,10,6950.19,82
W004039441,HNMS1049,Bedding,13,6862.01,219
W100435415,ZYWR1816,Bath,11,6838.62,81
W009973125,DCNV1824,Window,13,6815.26,142
IPCR1102,IPCR1102,Bedding,12,6809.69,243
FNNC2497,FNNC2497,Bedding,10,6791.82,217
W006018890,ZYWR1343,Bath,11,6787.18,92
GGGR1155,GGGR1155,Window,13,6759.1,144
W100164915,DAKR1043,Bath,10,6731.04,95
BLN1218,BLN1218,Bedding,13,6719.16,125
W011018325,CESH1029,Bedding,15,6710.37,127
ZPCD6934,ZPCD6934,Bedding,22,6710.29,138
W002499680,CHMB1364,Bath,16,6692.1,195
OALL2674,OALL2674,Bedding,16,6676.4,74
W004514728,FBWX1426,Bath,11,6651.94,200
W003461891,CHRL7291,Window,17,6649.39,262
W113228474,GSNB1195,Window,15,6633.02,131
W003469021,HRBE3462,Bedding,12,6588.62,220
W010307923,VQM13461,Bedding,14,6579.48,31
SEXP1070,SEXP1070,Bedding,12,6574.21,139
SSFL1428,SSFL1428,Bedding,16,6573.86,202
W007831728,PTOM1061,Bedding,26,6542.05,171
W002839188,DDCI7638,Bath,12,6522.5,129
W111163956,CEZM1706,Window,10,6522.23,102
W112345137,CCHM1505,Bath,15,6495.94,236
W002910760,MAKT1008,Bath,12,6493.34,212
IXVD1455,IXVD1455,Bedding,13,6486.95,42
BKIE1018,BKIE1018,Bedding,16,6473.75,57
W009897909,ACRY2777,Bedding,19,6438.27,159
W002188320,ALCT4600,Bedding,11,6431.63,164
DVKP2978,DVKP2978,Bedding,24,6429.89,27
W010001652,SLPE1128,Bedding,14,6402.83,153
FBVB1000,FBVB1000,Bath,12,6397.12,140
DCNV2212,DCNV2212,Window,27,6389.95,143
W100694025,YA83846,Bedding,10,6385.63,118
W011429517,PBHM3084,Bedding,12,6370.84,101
W114871410,ZZKO2340,Window,11,6356.74,103
PBIN1280,PBIN1280,Bedding,19,6350.13,127
W003468560,BL23052,Bath,14,6342.4,160
W006685012,AAMM2241,Bedding,14,6340.9,61
W114220952,JBAE2117,Bath,13,6330.68,190
W003474233,BL3618,Bedding,10,6316.07,115
HMTU1766,HMTU1766,Bath,33,6313.16,16
